1638202247.853489,1638202247.8530443
1638201943.477998,1638201943.477925
1638201944.4798014,1638201944.4796891
1638201945.4817073,1638201945.4816334
1638201946.4827137,1638201946.4826412
1638201947.4847665,1638201947.4846652
1638201948.4868195,1638201948.4866939
1638201949.48867,1638201949.488564
1638201950.4897153,1638201950.4896436
1638201951.4907742,1638201951.4906607
1638201952.4926858,1638201952.4925973
1638201953.4936821,1638201953.493579
1638201954.4947789,1638201954.4946852
1638201955.495852,1638201955.4957788
1638201956.497706,1638201956.4976254
1638201957.4987106,1638201957.4986386
1638201958.4996972,1638201958.4996252
1638201959.5007253,1638201959.5006473
1638201960.5016768,1638201960.50159
1638201961.5026512,1638201961.50258
1638201962.5037374,1638201962.5036662
1638201963.5046847,1638201963.5046117
1638201964.5056782,1638201964.5056114
1638201965.506717,1638201965.5066435
1638201966.5077167,1638201966.5076518
1638202274.5709393,1638201953.1308682
1638202275.584569,1638201954.1444466
1638202276.5868013,1638201955.1467214
1638202277.5539765,1638201956.1138585
1638202278.556566,1638201957.1164632
1638202279.5578792,1638201958.1177976
1638202280.5594213,1638201959.1193435
1638202281.5609632,1638201960.120884
1638202282.5626352,1638201961.1225533
1638202283.5640414,1638201962.1239328
1638202284.5668848,1638201963.1267097
1638202285.5765872,1638201964.1365063
1638202286.5781522,1638201965.1380653
1638202287.5808315,1638201966.1407197
1638202288.5833166,1638201967.1432426
1638202289.5848968,1638201968.1448104
1638202290.586442,1638201969.1463046
1638202291.5879304,1638201970.1478176
1638202292.5904827,1638201971.1504047
1638202293.5919728,1638201972.1518571
1638202294.5936136,1638201973.1534712
1638202295.5962594,1638201974.1559894
1638202296.597783,1638201975.1576455
1638202297.599212,1638201976.1591332
1638202298.6007218,1638201977.1606026
1638202299.6034026,1638201978.1632934
1638202300.6073742,1638201979.167113
1638202301.6095562,1638201980.1694784
1638202302.612427,1638201981.1723228
1638202303.6147056,1638201982.1746151
1638202304.6166434,1638201983.1764667
1638202305.61993,1638201984.1798205
1638202306.6213892,1638201985.1813138
1638202307.622862,1638201986.1827908
1638202308.6250994,1638201987.1850176
1638202309.686541,1638201988.2464216
1638202310.689097,1638201989.2490206
1638202311.690534,1638201990.2504194
1638202312.6923766,1638201991.2522998
1638202313.6936202,1638201992.2535143
1638202314.6961882,1638201993.2561097
1638202315.6978548,1638201994.257778
1638202316.6991882,1638201995.2591124
1638202317.7006688,1638201996.260601
1638202318.7022727,1638201997.2621937
1638202319.7038486,1638201993.9637682
1638202320.7053397,1638201994.965269
1638202321.706808,1638201995.9667263
1638202322.7088602,1638201996.9687786
1638202323.7109568,1638201997.9708457
1638202324.7124949,1638201998.9724162
1638202325.713965,1638201999.9738543
1638202326.7154346,1638202000.9753575
1638202327.716991,1638202001.976886
1638202328.71966,1638202002.9795809
1638202329.7211,1638202003.9810245
1638202330.7226515,1638202004.9825468
1638202331.7448387,1638202006.004731
1638202332.7470484,1638202007.006973
1638202333.7486176,1638202008.008539
1638202334.750376,1638202009.0102992
1638202335.7528265,1638202010.0127404
1638202336.7619143,1638202011.018873
1638202337.7697253,1638202012.0296302
1638202338.772444,1638202013.0323312
1638202339.9371743,1638202014.1966357
